, 2012-04-17, 2012-04-10, 2012-04-03, 2012-03-27, 2012-03-20, 2012-03-13, 2012-03-06, 2012-02-28, 2012-02-14, 2012-02-07, 2012-01-31, 2012-01-24, 2012-01-10, 2011-12-20, 2011-12-13, 2011-12-06, 2011-11-29, 2011-11-22, 2011-11-15, 2011-11-08, 2011-11-01, 2011-10-25, 2011-10-18, 2011-10-11, 2011-10-04, 2011-09-27, 2011-09-20, 2011-09-13, 2011-08-30, 2011-08-23, 2011-08-16, 2011-08-09, 2011-08-02, 2011-07-26, 2011-07-19, 2011-07-12, 2011-06-28, 2011-06-21, 2009-07-28, 2009-05-19, 2009-05-12, 2009-04-14, 2009-03-31, 2009-03-24, 2009-03-17, 2009-03-10, 2009-01-13, 2008-12-23, 2008-12-16, 2008-12-09, 2008-12-02, 2008-11-04, 2008-08-26, 2008-08-12, 2008-07-08, 2008-07-01, 2008-06-17, 2008-06-10, 2008-06-03, 2008-05-20, 2008-05-13, 2008-05-06, 2008-04-29, 2008-04-22, 2008-04-08, 2008-03-11, 2008-02-26, 2008-02-12, 2008-02-05, 2007-12-18, 2007-12-11, 2007-12-04, 2007-11-27, 2007-11-20, 2007-11-13, 2007-10-30, 2007-10-23, 2007-10-16, 2007-10-09, 2007-10-02, 2007-09-18, 2007-09-11, 2007-08-28, 2007-08-21, 2007-08-07, 2007-07-31, 2007-07-24, 2007-07-17, 2007-07-10, 2007-07-03, 2007-06-19, 2007-06-12, 2007-06-05, 2007-05-15, 2007-05-08, 2007-05-01, 2007-04-17, 2007-04-10, 2007-03-27, 2007-03-20, 2007-03-13, 2007-03-06, 2007-02-06, 
A,42.32,42.47,43.74,44.59,44.72,44.97,43.46,43.62,43.64,44.97,39.93,44.05,38.92,34.36,32.93,36.66,37.50,33.60,38.58,36.07,36.16,35.79,32.99,33.78,32.12,31.64,32.25,36.58,36.87,33.08,35.80,31.85,39.20,42.46,46.92,48.14,50.59,48.95,22.63,18.64,18.05,16.36,39.93,15.96,14.53,13.53,18.45,15.58,16.33,18.19,18.20,23.26,34.74,36.55,35.09,35.36,37.38,36.25,36.99,35.70,32.53,31.75,30.21,31.04,31.06,30.43,32.03,32.68,33.63,35.50,37.09,37.84,37.95,36.70,34.20,36.85,36.90,38.37,37.87,36.83,37.26,36.29,35.62,34.38,38.48,39.93,39.15,39.62,39.89, ERROR for A
,38.74,38.47,38.37,37.82,37.44,36.38,35.48,34.62,33.48,32.09,32.00,30.78,32.57, 
AA,9.95,9.90,9.81,9.83,10.27,10.28,9.55,10.17,10.10,10.67,9.15,10.48,9.63,8.85,8.94,9.90,10.02,8.88,9.97,10.20,10.70,10.36,9.77,10.05,9.37,9.97,10.84,11.73,12.80,11.87,12.26,11.60,14.26,14.93,15.51,15.85,15.82,15.29,11.01,9.49,8.63,9.05,9.15,7.72,5.48,5.76,9.03,9.39,10.35,10.20,9.29,11.80,32.08,32.25,31.54,32.11,39.10,39.32,38.90,41.70,42.00,38.09,34.78,35.33,36.84,37.79,39.02,35.51,32.41,34.49,36.88,35.61,36.21,35.17,36.86,39.59,38.20,37.97,38.73,37.64,37.28,33.65,36.39,36.22,37.09,9.15,40.91,46.45,42.43, ERROR for AA
,40.25,40.48,39.85,39.04,38.73,34.88,34.47,35.08,33.58,33.85,33.32,32.39,32.15, 
AAPL,608.34,626.20,624.31,617.62,602.50,589.58,530.69,542.44,497.67,476.68,569.18,446.66,422.55,396.45,380.19,389.09,382.20,366.99,384.77,395.28,397.41,400.60,398.62,402.19,378.25,397.01,412.14,389.30,384.83,376.18,380.44,363.69,392.57,392.59,386.90,358.02,334.04,322.61,160.03,125.87,119.49,117.64,569.18,106.49,101.52,92.68,85.33,85.04,89.16,98.21,95.90,103.30,174.67,179.30,174.25,168.18,178.75,180.81,185.19,178.19,186.26,182.59,173.95,162.89,151.44,126.03,122.96,129.40,122.00,183.12,190.86,185.50,180.22,168.46,166.11,189.95,185.93,172.75,166.79,157.92,140.77,136.85,134.08,132.51,134.01,569.18,137.26,138.12,132.39, ERROR for AAPL
,121.55,117.50,123.64,107.34,106.88,100.39,90.40,92.59,93.24,93.87,90.00,87.72,86.15, 
ABT,60.46,59.66,61.46,61.12,60.39,58.99,56.26,56.61,55.46,55.57,61.23,55.23,55.42,55.44,54.23,54.70,54.55,52.35,53.77,52.94,52.88,53.65,53.25,52.33,51.11,50.91,51.74,50.92,52.51,51.11,50.15,46.89,50.29,51.83,52.40,52.77,52.16,52.08,45.69,43.08,45.50,42.66,61.23,46.03,48.63,44.47,49.47,52.65,52.06,51.52,53.15,55.18,57.72,58.45,56.91,54.24,53.11,53.50,56.00,54.36,54.83,51.29,52.75,50.56,53.87,51.34,54.54,56.52,57.73,57.23,58.11,58.16,56.42,54.73,54.31,54.62,52.86,51.20,54.24,55.53,53.95,52.25,51.49,52.14,56.30,61.23,52.30,53.70,53.21, ERROR for ABT
,54.28,54.19,54.74,59.09,58.68,57.19,58.03,57.00,55.76,54.68,53.77,52.69,52.45, 
ABX,41.09,41.04,41.31,43.15,43.63,43.32,45.80,47.73,47.43,49.07,37.62,48.41,48.77,46.28,44.67,51.18,52.88,47.96,51.46,51.15,50.52,47.85,44.80,48.19,46.27,45.87,53.32,52.70,50.75,48.99,50.43,49.66,49.12,48.54,49.19,48.53,45.08,44.76,32.86,36.22,34.35,29.80,37.62,33.00,31.94,27.37,31.51,34.26,35.49,30.38,26.42,24.95,35.50,35.25,44.64,45.18,40.44,39.61,38.95,42.69,37.76,39.01,38.62,40.80,44.11,50.64,51.45,48.79,48.46,37.57,39.82,39.63,42.00,41.74,42.62,44.13,41.89,40.71,42.07,39.41,38.74,37.33,31.80,33.24,34.10,37.62,33.95,33.78,31.06, ERROR for ABX
,29.33,28.24,28.74,29.78,30.93,29.58,29.36,28.94,28.93,29.24,27.61,28.19,30.31, 
ADBE,33.39,33.01,33.46,34.46,33.56,33.77,32.41,32.89,32.46,32.10,32.52,31.34,29.32,27.97,26.52,27.86,27.42,25.94,28.54,28.08,29.35,27.81,26.02,25.88,24.68,25.11,24.89,25.76,25.24,24.10,24.56,22.80,27.37,28.50,29.16,30.07,31.15,30.01,32.06,26.39,25.17,23.64,32.52,22.10,21.35,18.63,21.11,21.13,21.69,23.44,22.54,27.22,44.15,45.89,38.23,39.81,40.94,40.77,44.25,40.95,40.94,39.24,37.29,36.83,36.32,33.34,35.46,35.00,32.76,41.87,43.54,43.90,42.03,41.84,41.02,47.90,48.00,45.97,45.58,43.98,43.83,43.78,42.25,40.77,40.23,32.52,41.72,41.41,40.84, ERROR for ADBE
,41.37,44.11,43.64,42.29,41.26,41.51,42.97,42.10,41.58,43.30,39.30,38.74,38.15, 
ADP,54.63,54.62,55.49,55.46,55.08,55.19,54.27,54.32,53.79,54.59,53.28,56.92,54.61,53.65,51.11,52.17,51.09,47.86,50.93,50.79,50.95,50.82,51.15,51.22,48.15,47.67,49.12,49.40,50.03,48.76,47.84,44.81,49.67,52.38,52.47,53.69,52.53,52.37,37.82,35.33,36.30,35.53,53.28,35.62,37.11,34.26,37.94,38.17,37.25,38.50,38.56,34.66,44.79,45.00,41.93,42.10,42.45,42.25,43.43,42.84,44.12,43.12,44.20,43.54,42.85,40.06,40.81,39.83,37.91,44.67,45.64,45.59,45.60,45.18,47.42,49.56,46.86,47.70,48.20,47.39,46.23,44.64,46.33,46.96,49.03,53.28,46.89,48.16,48.18, ERROR for ADP
,48.40,49.12,49.60,48.13,48.59,46.32,44.95,43.98,48.94,50.54,48.32,48.15,48.75, 
AEP,38.00,37.27,38.58,38.17,38.23,38.30,38.23,37.61,39.60,39.31,38.22,41.38,41.23,40.85,38.72,39.74,39.68,37.10,38.63,38.43,39.35,38.80,38.47,38.21,37.04,37.70,37.45,37.46,38.63,38.21,37.83,34.27,37.12,37.69,37.60,37.97,37.57,37.58,30.52,25.13,26.03,26.50,38.22,27.12,27.25,24.71,31.57,31.79,30.20,30.09,30.19,31.76,39.30,38.29,40.95,39.90,41.94,42.01,43.02,43.31,43.35,43.72,44.63,44.69,42.88,40.97,42.30,43.86,43.65,46.72,47.64,49.31,47.48,46.59,46.26,48.21,46.51,47.02,47.54,47.41,46.51,45.48,44.66,46.64,47.85,38.22,45.03,46.28,44.94, ERROR for AEP
,43.96,45.34,45.78,49.80,49.43,50.62,49.77,48.77,48.83,48.04,45.61,45.17,45.00, 
AET,47.91,47.69,49.64,46.52,46.52,45.70,45.72,46.76,47.18,45.14,42.08,42.63,44.19,42.06,39.28,41.71,41.82,38.14,39.73,39.45,39.63,38.90,36.87,37.47,35.26,37.60,38.82,40.26,40.03,37.91,37.87,35.07,39.20,41.72,43.41,43.39,44.56,44.26,27.70,25.73,26.52,27.20,42.08,23.46,24.36,21.43,26.11,26.30,24.42,20.60,20.26,23.92,42.91,42.98,37.25,39.79,42.60,44.73,46.53,44.65,43.44,43.72,43.60,43.09,41.62,44.55,51.91,49.26,53.28,57.35,57.75,57.32,56.20,53.80,54.92,56.17,52.90,53.74,54.58,53.49,53.12,50.34,50.50,49.59,48.46,42.08,50.65,51.00,50.39, ERROR for AET
,49.48,51.44,51.32,52.06,50.17,48.27,45.84,44.39,44.13,45.56,42.49,44.29,44.00, 
AFL,42.80,43.04,45.04,46.51,46.69,46.21,45.30,47.25,48.07,49.37,42.77,49.16,44.21,41.72,41.62,44.82,43.44,39.49,43.30,43.37,44.50,43.03,41.04,40.62,37.42,33.84,33.19,34.94,37.72,36.44,37.48,35.57,44.86,44.15,45.35,45.35,46.12,45.37,35.45,34.40,31.65,25.11,42.77,19.89,21.04,13.62,38.30,44.10,46.52,43.28,43.60,45.47,56.24,54.94,61.08,62.35,65.92,65.90,66.31,66.45,66.50,66.01,66.67,65.08,66.34,61.50,64.70,62.29,58.72,60.86,61.07,62.46,62.15,59.84,58.58,62.78,61.72,57.58,58.18,56.47,55.91,54.33,53.60,53.27,56.92,42.77,56.19,52.08,51.24, ERROR for AFL
,52.63,53.10,52.59,52.12,52.69,52.01,48.90,47.76,46.75,47.83,45.88,46.26,49.26, 
AGN,94.94,93.31,94.82,94.05,93.57,93.59,90.64,89.59,87.80,88.65,92.63,89.30,88.26,86.96,82.47,84.13,83.72,78.84,82.99,82.75,83.35,83.74,84.95,83.94,81.05,84.10,81.45,80.71,81.81,77.90,75.78,70.36,79.79,80.91,83.47,83.77,84.01,81.87,52.34,44.86,47.45,47.11,92.63,48.06,41.15,38.57,41.01,36.44,36.89,37.78,36.20,38.83,56.18,56.10,52.84,52.44,55.09,56.15,58.22,53.94,52.30,52.55,56.37,55.66,58.25,56.56,62.35,64.89,66.72,63.39,65.05,68.15,65.68,61.46,65.14,67.58,64.41,65.61,67.77,65.52,63.03,62.69,59.87,61.67,65.43,92.63,60.35,58.82,58.12, ERROR for AGN
,116.57,119.29,122.18,122.50,124.18,117.84,117.35,115.44,110.37,112.70,108.48,107.30,115.04, 
AGU,85.03,84.76,87.39,86.75,87.75,82.15,80.97,85.16,80.86,82.98,83.15,80.68,74.29,67.88,64.49,71.99,69.99,67.14,75.47,77.37,81.41,79.95,73.02,73.78,68.18,70.91,79.03,86.45,85.96,81.16,82.94,79.94,87.05,88.93,90.71,88.65,88.21,83.71,44.33,51.38,44.67,41.28,83.15,39.24,37.15,37.05,30.90,29.35,34.26,30.59,25.74,39.23,85.60,82.66,98.98,99.75,110.00,100.13,88.43,84.96,86.68,86.03,79.00,86.78,70.19,70.36,73.88,66.04,60.23,58.05,59.09,63.15,57.54,51.31,57.18,63.57,55.01,55.67,54.39,51.68,49.90,50.70,43.82,42.07,42.51,83.15,43.34,46.60,43.12, ERROR for AGU
,43.60,40.80,37.98,38.41,37.14,39.10,42.13,40.73,37.23,39.51,37.70,37.78,35.78, 
AL,24.24,23.20,23.72,24.24,25.10,24.10,23.74,24.59,25.43,25.82,23.87,25.58,24.92,23.75,21.77,23.45,22.42,21.95,22.19,22.57,22.76,22.17,20.68,18.84,18.60,20.78,19.65,20.76,22.81,21.90,22.33,20.40,23.37,24.74,24.88,24.56,24.50,25.69, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
,23.87, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
,23.87, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, ERROR for AL
, 
ALXN,90.36,89.81,92.83,90.22,92.80,89.17,83.85,83.73,83.00,76.69,84.34,74.94,73.64,67.54,63.03,64.45,68.66,64.87,66.17,64.07,66.11,66.85,66.06,65.97,64.71,65.90,65.71,60.09,57.95,53.51,51.74,48.74,54.90,56.49,52.04,51.25,46.78,44.84,43.96,32.92,33.66,34.71,84.34,37.95,36.50,31.67,36.39,34.11,35.15,33.45,31.02,39.48,44.01,94.71,75.70,74.05,68.75,69.03,69.98,67.00,70.96,70.53,70.38,70.35,63.18,52.13,63.30,69.63,67.60,74.00,76.08,71.32,74.93,68.75,72.21,76.50,69.95,68.49,72.46,67.51,64.89,63.66,58.40,59.27,65.19,84.34,58.38,50.85,47.66, ERROR for ALXN
,46.70,46.90,49.36,46.70,48.19,43.58,43.58,44.19,43.17,39.29,37.01,36.57,41.21, 
AMAT,11.85,11.92,12.06,12.46,12.72,12.54,12.10,12.25,12.90,13.00,11.08,12.36,11.71,10.20,10.33,11.25,10.78,10.21,12.47,12.14,12.04,11.84,11.48,11.30,10.59,10.61,10.85,11.25,11.32,11.36,11.62,11.25,12.21,12.64,12.69,12.44,12.67,12.58,13.61,10.97,10.99,11.43,11.08,10.99,10.85,9.60,9.73,9.83,10.67,10.35,9.31,12.46,18.31,19.33,17.85,18.80,20.35,18.73,19.24,18.89,19.90,19.26,18.66,18.80,19.68,20.98,20.10,19.91,17.48,17.59,18.38,18.73,18.78,18.00,18.81,19.42,20.12,21.62,20.19,20.81,21.10,20.55,20.71,20.57,22.96,11.08,21.75,21.66,20.01, ERROR for AMAT
,19.63,19.12,19.03,19.17,19.69,19.47,19.68,19.23,18.65,18.88,18.39,18.20,18.25, 
AMGN,67.15,66.73,67.85,67.68,67.05,68.26,66.95,68.01,67.90,68.06,69.62,69.21,66.40,63.14,57.62,58.34,57.91,54.94,56.01,57.51,54.80,56.95,57.32,56.64,55.93,55.67,56.04,55.26,55.40,54.25,51.72,48.27,53.32,53.80,54.99,56.61,57.78,58.15,63.23,50.59,48.05,47.62,69.62,49.82,50.51,47.27,56.08,57.16,58.42,58.05,57.47,59.42,63.71,63.49,50.85,48.84,44.22,42.95,44.50,42.10,42.20,42.20,41.87,42.69,41.59,44.99,46.60,47.06,46.53,47.19,49.99,54.89,54.71,52.84,53.63,58.11,58.13,56.41,57.62,55.52,55.80,55.64,50.19,49.30,52.00,69.62,57.16,55.80,55.13, ERROR for AMGN
,57.70,58.14,57.29,54.33,63.10,65.07,60.01,56.34,55.72,60.60,60.69,62.02,70.00, 
AMZN,191.07,187.97,193.99,201.16,191.73,182.26,183.77,179.69,184.47,185.48,222.98,187.80,178.90,174.35,180.21,195.32,192.29,188.99,211.99,211.22,215.62,198.40,231.53,236.81,219.50,229.71,231.87,222.57,215.23,193.73,195.93,194.13,209.96,222.52,215.55,213.50,204.18,191.63,84.34,77.97,74.19,74.71,222.98,72.40,71.25,68.54,48.49,51.44,53.18,49.70,45.21,51.98,81.73,86.69,70.61,71.44,82.52,77.28,81.50,78.30,74.20,73.18,78.63,81.00,74.39,66.51,70.87,77.73,68.49,89.38,91.28,93.19,90.30,79.76,78.51,89.15,88.73,90.55,94.66,92.46,89.00,87.30,79.05,78.50,77.78,222.98,86.18,73.32,70.73, ERROR for AMZN
,69.10,70.89,72.29,63.22,62.85,61.18,44.99,41.68,39.34,39.80,38.08,38.36,38.98, 
APA,92.30,92.81,97.54,98.98,103.48,106.99,105.63,107.93,107.67,105.11,87.17,99.83,96.24,89.63,87.69,97.27,99.44,88.14,102.54,99.78,98.36,97.36,90.16,87.93,82.90,82.57,91.35,94.41,103.07,100.46,104.89,98.85,118.45,124.52,125.67,121.32,121.09,118.30,77.92,80.80,78.00,67.32,87.17,67.60,64.91,56.64,73.28,70.17,74.02,74.16,72.52,80.42,117.24,110.69,116.96,134.43,139.67,140.00,130.15,144.75,135.04,135.83,134.68,138.93,133.89,117.62,113.55,108.22,94.93,103.49,104.87,98.38,97.65,98.99,99.22,103.81,93.10,95.55,92.85,89.44,88.15,82.17,75.46,74.39,81.19,87.17,84.75,87.60,83.61, ERROR for APA
,84.61,83.88,82.46,74.95,74.09,74.10,74.80,72.89,70.08,69.56,68.40,68.63,69.20, 
APC,72.54,74.37,78.12,77.38,81.04,83.09,82.76,84.12,87.51,86.82,68.62,81.08,79.72,75.79,73.72,80.61,81.27,71.95,78.95,77.81,80.81,79.01,77.70,67.31,65.48,67.68,72.72,72.12,73.75,68.72,72.78,65.62,80.29,82.39,82.37,76.76,75.61,72.59,46.30,45.06,43.50,42.29,68.62,42.67,39.92,36.15,38.14,35.61,39.23,36.45,37.00,35.13,62.70,57.96,66.46,70.08,79.86,77.69,73.80,78.48,76.16,76.68,66.56,68.99,65.21,64.69,63.89,59.49,55.36,63.29,63.44,59.58,55.25,55.89,57.37,59.02,55.54,58.02,55.20,53.89,52.66,50.57,48.21,48.65,50.38,68.62,51.63,54.03,51.74, ERROR for APC
,53.82,51.43,50.30,47.20,45.76,45.51,46.24,45.32,42.89,41.09,40.09,40.10,42.28, 
APD,88.43,87.34,90.58,91.13,90.92,91.14,88.89,90.24,90.73,90.74,83.48,87.74,87.94,84.28,80.48,83.54,83.75,76.94,83.45,83.40,84.95,84.54,83.24,82.82,79.13,79.00,78.13,80.12,81.87,77.56,81.55,77.82,86.38,89.88,94.13,94.92,94.09,92.97,72.45,63.47,60.07,59.79,83.48,57.63,56.08,49.81,54.37,45.86,49.37,53.49,46.48,57.92,92.19,91.31,95.00,95.44,103.14,100.19,101.48,100.09,102.01,97.10,98.43,97.08,96.71,89.39,95.78,92.22,89.41,99.23,101.73,100.25,96.78,92.42,97.23,97.85,95.64,96.82,97.50,94.76,93.33,88.14,88.38,88.78,90.68,83.48,90.10,87.81,82.34, ERROR for APD
,81.34,80.82,77.94,78.41,78.76,76.75,74.64,73.71,73.99,75.50,72.83,73.59,75.10, 
ATVI,12.25,12.37,12.81,12.69,12.53,12.33,11.80,11.95,12.40,12.55,12.40,11.95,12.61,11.93,11.76,12.27,12.42,11.75,12.28,13.02,13.29,13.50,12.89,12.75,12.15,12.03,11.91,11.99,11.85,11.23,11.03,10.43,11.82,11.92,11.90,11.90,11.69,11.31,11.37,11.41,11.31,10.03,12.40,10.26,9.68,10.42,9.06,9.01,9.72,9.97,10.80,10.98,32.96,34.50,30.07,31.58,36.00,33.20,34.12,32.63,32.52,27.49,27.05,27.28,27.08,26.82,27.51,27.16,25.91,26.80,26.60,26.58,22.58,18.92,20.73,23.65,22.35,22.42,23.12,22.47,21.05,20.18,18.88,18.09,18.85,12.40,18.24,18.21,19.25, ERROR for ATVI
,18.81,18.55,19.57,18.94,20.12,20.85,20.51,19.55,19.01,18.12,16.95,16.56,16.84, 
AVP,21.85,22.71,22.75,19.27,18.70,18.82,18.11,18.69,18.62,18.11,21.60,18.41,17.89,17.17,16.96,17.30,17.00,16.36,17.53,18.60,17.84,23.01,22.48,21.88,19.67,19.61,21.01,21.36,22.56,21.73,21.74,20.48,24.60,27.74,28.50,28.12,27.77,27.82,29.74,24.65,22.43,20.90,21.60,19.64,18.43,16.06,21.16,22.63,22.83,23.13,20.98,25.72,43.00,42.49,35.61,35.08,35.98,37.24,38.20,38.07,39.37,39.55,39.02,39.57,39.63,37.66,39.29,40.50,38.15,39.87,40.64,39.43,41.45,40.75,40.43,40.98,37.40,37.15,37.50,37.46,35.10,33.11,34.11,34.49,35.31,21.60,40.06,39.42,38.47, ERROR for AVP
,37.29,38.51,38.62,38.48,39.71,41.02,38.65,37.65,37.00,38.00,37.20,36.77,37.25, 
BAM,31.97,30.50,31.52,31.84,31.89,31.92,30.93,31.26,31.08,31.54,32.31,30.74,28.45,26.79,26.17,28.15,27.74,25.87,28.01,27.98,28.60,28.39,27.13,26.93,26.35,27.24,26.90,28.39,29.62,28.56,29.96,27.97,30.12,31.77,32.20,32.93,32.60,32.49,19.21,18.22,16.85,15.46,32.31,13.98,14.54,12.48,16.00,14.27,14.86,15.30,13.17,18.03,30.43,30.71,31.04,31.55,35.05,34.23,35.60,35.40,35.08,34.15,32.72,29.24,28.04,28.52,31.09,31.94,32.54,36.22,36.76,35.90,35.66,33.44,34.66,40.79,38.30,39.52,39.98,38.98,35.48,33.01,34.65,36.04,34.34,32.31,37.50,39.90,39.82, ERROR for BAM
,38.25,38.32,40.76,64.50,64.00,61.64,57.29,55.23,52.70,53.90,51.63,52.84,49.92, 
BAX,54.39,58.13,59.76,59.59,59.40,59.59,57.46,58.13,56.84,57.07,54.26,54.37,50.86,49.47,48.41,50.74,51.66,47.83,53.93,53.11,54.57,55.00,55.01,54.40,54.45,55.66,54.56,55.10,55.98,54.24,53.76,50.49,55.66,59.23,60.83,60.58,59.48,59.66,55.79,48.69,50.98,49.25,54.26,50.02,51.85,48.57,53.45,52.90,52.43,51.02,53.68,60.25,68.26,69.68,65.00,63.83,61.30,60.41,61.49,61.28,61.83,61.47,62.32,60.86,59.90,57.61,59.82,61.86,59.92,58.63,59.07,59.70,58.96,56.51,58.41,60.01,59.08,55.30,55.64,55.95,56.39,54.55,52.76,51.83,54.50,54.26,53.44,58.60,58.09, ERROR for BAX
,57.04,56.50,57.00,57.77,57.76,57.34,54.86,53.98,52.76,52.31,50.74,48.85,49.65, 
BBBY,69.59,70.07,66.23,67.03,66.24,65.47,61.74,59.74,57.94,61.10,68.02,62.93,60.80,61.43,60.66,62.83,60.51,58.19,60.61,61.47,61.90,60.94,60.18,59.68,55.69,58.81,57.48,59.37,56.86,53.70,53.33,50.06,54.25,57.84,59.02,59.44,58.01,54.06,34.79,28.42,26.94,30.48,68.02,24.91,23.66,22.17,25.00,24.86,25.71,25.37,22.49,24.12,30.81,28.93,28.68,28.01,29.01,28.91,31.59,31.34,33.71,32.58,32.50,32.01,29.47,28.50,30.52,30.82,29.04,29.37,30.40,31.99,30.28,30.26,31.69,33.94,33.37,34.23,35.07,35.65,34.93,32.80,34.57,34.52,36.54,68.02,35.46,35.99,35.64, ERROR for BBBY
,37.48,37.66,37.88,40.04,41.64,41.20,41.45,40.73,39.48,40.74,38.92,39.47,41.93, 
BBT,31.28,30.58,31.37,31.88,31.07,30.42,28.74,29.25,29.38,29.65,31.23,27.70,26.76,24.75,23.20,23.88,23.17,21.04,22.95,22.83,23.34,23.13,22.30,22.80,21.00,21.27,21.00,22.00,22.29,20.55,20.98,19.86,24.60,25.67,25.63,25.70,26.54,25.71,22.03,21.72,21.50,20.55,31.23,18.76,19.23,17.06,21.78,25.95,30.24,29.83,27.60,33.55,28.05,28.51,21.99,23.66,24.33,26.34,28.98,32.83,35.38,35.15,34.29,33.27,33.44,32.00,33.89,33.76,33.87,31.78,33.55,36.15,36.02,32.80,35.45,36.97,36.06,38.56,41.35,41.58,42.76,39.64,39.67,40.62,41.33,31.23,38.81,40.61,40.04, ERROR for BBT
,41.79,41.82,41.73,42.70,42.85,42.17,41.05,39.79,40.83,42.35,40.43,41.27,42.88, 
